transaction_id,transaction_date,processor,product,segment,processor_amount,booked_amount,variance_usd,variance_pct,gap_type,gap_detail,processor_month,booking_month,days_to_detect,revenue_at_risk
TX000390,2024-03-09,Flutterwave,subscription_monthly,Mid-Market,56.88,56.88,0.0,0.0,matched,,2024-03,2024-03,0.0,0.0
TX000391,2024-03-09,Flutterwave,subscription_monthly,SMB,75.58,75.58,0.0,0.0,matched,,2024-03,2024-03,0.0,0.0
TX000392,2024-03-10,Stripe,subscription_monthly,SMB,182.35,182.35,0.0,0.0,matched,,2024-03,2024-03,0.0,0.0
TX000393,2024-03-10,Stripe,professional_services,SMB,1833.61,1833.61,0.0,0.0,matched,,2024-03,2024-03,0.0,0.0
TX000394,2024-03-12,Stripe,transaction_fee,SMB,140.81,,140.81,,missing,Transaction succeeded at processor — no revenue record found,2024-03,,,140.81
TX000395,2024-03-12,Stripe,subscription_monthly,Mid-Market,250.06,250.06,0.0,0.0,matched,,2024-03,2024-03,0.0,0.0
TX000396,2024-03-12,PayPal,subscription_monthly,SMB,294.56,294.56,0.0,0.0,matched,,2024-03,2024-03,0.0,0.0
TX000397,2024-03-12,Stripe,subscription_monthly,SMB,99.11,99.11,0.0,0.0,matched,,2024-03,2024-03,0.0,0.0
TX000398,2024-03-12,Stripe,transaction_fee,Mid-Market,145.49,140.64,-4.85,3.33,amount_mismatch,Booked $140.64 vs processor $145.49 (3.33% variance),2024-03,2024-03,0.0,4.85
TX000399,2024-03-12,Stripe,transaction_fee,SMB,65.25,65.25,0.0,0.0,matched,,2024-03,2024-03,0.0,0.0
TX000400,2024-03-13,Flutterwave,subscription_monthly,Mid-Market,122.83,122.83,0.0,0.0,matched,,2024-03,2024-03,0.0,0.0
TX000401,2024-03-13,Adyen,subscription_monthly,Mid-Market,42.59,42.59,0.0,0.0,matched,,2024-03,2024-03,0.0,0.0
TX000402,2024-03-13,Stripe,subscription_monthly,SMB,43.25,43.25,0.0,0.0,matched,,2024-03,2024-03,0.0,0.0
TX000403,2024-03-13,Stripe,transaction_fee,SMB,104.11,104.11,0.0,0.0,matched,,2024-03,2024-03,0.0,0.0
TX000404,2024-03-14,Flutterwave,transaction_fee,Mid-Market,69.23,69.23,0.0,0.0,matched,,2024-03,2024-03,0.0,0.0
TX000405,2024-03-14,PayPal,subscription_monthly,Mid-Market,90.16,90.16,0.0,0.0,matched,,2024-03,2024-03,0.0,0.0
TX000406,2024-03-15,Stripe,subscription_monthly,SMB,194.77,194.77,0.0,0.0,matched,,2024-03,2024-03,0.0,0.0
TX000407,2024-03-15,Stripe,subscription_monthly,SMB,97.27,97.27,0.0,0.0,matched,,2024-03,2024-03,0.0,0.0
TX000408,2024-03-15,Stripe,professional_services,SMB,3099.34,3099.34,0.0,0.0,matched,,2024-03,2024-03,0.0,0.0
TX000409,2024-03-15,Stripe,subscription_monthly,SMB,125.99,125.99,0.0,0.0,matched,,2024-03,2024-03,0.0,0.0
TX000410,2024-03-15,Adyen,transaction_fee,SMB,123.71,123.71,0.0,0.0,matched,,2024-03,2024-03,0.0,0.0
TX000411,2024-03-15,Square,transaction_fee,SMB,123.28,123.28,0.0,0.0,matched,,2024-03,2024-03,0.0,0.0
TX000412,2024-03-15,Adyen,subscription_monthly,SMB,157.88,157.88,0.0,0.0,matched,,2024-03,2024-03,0.0,0.0
TX000413,2024-03-16,PayPal,subscription_monthly,SMB,123.72,123.72,0.0,0.0,matched,,2024-03,2024-03,0.0,0.0
TX000414,2024-03-16,Stripe,subscription_monthly,Enterprise,126.89,126.89,0.0,0.0,matched,,2024-03,2024-03,0.0,0.0
TX000415,2024-03-16,PayPal,transaction_fee,Mid-Market,121.05,121.05,0.0,0.0,matched,,2024-03,2024-03,0.0,0.0
TX000416,2024-03-16,PayPal,transaction_fee,SMB,49.9,49.9,0.0,0.0,matched,,2024-03,2024-03,0.0,0.0
TX000417,2024-03-16,Stripe,transaction_fee,SMB,32.15,32.15,0.0,0.0,matched,,2024-03,2024-03,0.0,0.0
TX000418,2024-03-16,Stripe,subscription_annual,SMB,518.66,518.66,0.0,0.0,matched,,2024-03,2024-03,0.0,0.0
TX000419,2024-03-17,Adyen,subscription_monthly,SMB,155.01,155.01,0.0,0.0,matched,,2024-03,2024-03,0.0,0.0
TX000420,2024-03-17,Stripe,professional_services,Enterprise,2669.59,2669.59,0.0,0.0,matched,,2024-03,2024-03,0.0,0.0
TX000421,2024-03-18,Stripe,transaction_fee,SMB,126.3,126.3,0.0,0.0,matched,,2024-03,2024-03,0.0,0.0
TX000422,2024-03-18,Adyen,subscription_monthly,Enterprise,88.73,88.73,0.0,0.0,matched,,2024-03,2024-03,0.0,0.0
TX000423,2024-03-18,Flutterwave,professional_services,SMB,2214.46,2214.46,0.0,0.0,matched,,2024-03,2024-03,0.0,0.0
TX000424,2024-03-18,Adyen,transaction_fee,Mid-Market,121.45,121.45,0.0,0.0,matched,,2024-03,2024-03,0.0,0.0
TX000425,2024-03-18,PayPal,subscription_annual,SMB,2513.78,2513.78,0.0,0.0,matched,,2024-03,2024-03,0.0,0.0
TX000426,2024-03-18,Stripe,transaction_fee,SMB,58.31,58.31,0.0,0.0,matched,,2024-03,2024-03,0.0,0.0
TX000427,2024-03-19,PayPal,transaction_fee,SMB,69.41,69.41,0.0,0.0,matched,,2024-03,2024-03,0.0,0.0
TX000428,2024-03-19,Adyen,transaction_fee,Mid-Market,46.19,46.19,0.0,0.0,period_shift,"Transaction in 2024-03, revenue booked in 2024-04 (36 days later)",2024-03,2024-04,36.0,0.0
TX000429,2024-03-20,Square,subscription_monthly,Mid-Market,280.79,280.79,0.0,0.0,matched,,2024-03,2024-03,0.0,0.0
TX000430,2024-03-20,Stripe,subscription_monthly,Mid-Market,61.03,61.03,0.0,0.0,matched,,2024-03,2024-03,0.0,0.0
TX000431,2024-03-20,Adyen,api_usage,Mid-Market,467.21,467.21,0.0,0.0,matched,,2024-03,2024-03,0.0,0.0
TX000432,2024-03-20,Adyen,subscription_monthly,Mid-Market,213.64,213.64,0.0,0.0,matched,,2024-03,2024-03,0.0,0.0
TX000433,2024-03-21,Stripe,subscription_monthly,SMB,172.52,172.52,0.0,0.0,matched,,2024-03,2024-03,0.0,0.0
TX000434,2024-03-21,Stripe,subscription_annual,SMB,378.18,378.18,0.0,0.0,matched,,2024-03,2024-03,0.0,0.0
TX000435,2024-03-21,Stripe,subscription_annual,Mid-Market,1574.11,1574.11,0.0,0.0,matched,,2024-03,2024-03,0.0,0.0
TX000436,2024-03-21,Stripe,transaction_fee,Mid-Market,61.75,61.75,0.0,0.0,matched,,2024-03,2024-03,0.0,0.0
TX000437,2024-03-21,Square,api_usage,Mid-Market,84.8,84.8,0.0,0.0,matched,,2024-03,2024-03,0.0,0.0
TX000438,2024-03-21,Stripe,subscription_monthly,SMB,206.23,206.23,0.0,0.0,matched,,2024-03,2024-03,0.0,0.0
TX000439,2024-03-21,Stripe,subscription_monthly,SMB,291.21,291.21,0.0,0.0,matched,,2024-03,2024-03,0.0,0.0
TX000440,2024-03-22,PayPal,subscription_monthly,Enterprise,180.79,180.79,0.0,0.0,matched,,2024-03,2024-03,0.0,0.0
TX000441,2024-03-22,Stripe,api_usage,SMB,358.8,358.8,0.0,0.0,matched,,2024-03,2024-03,0.0,0.0
TX000442,2024-03-22,Adyen,transaction_fee,SMB,11.2,11.2,0.0,0.0,matched,,2024-03,2024-03,0.0,0.0
TX000443,2024-03-22,Stripe,subscription_monthly,Mid-Market,141.77,141.77,0.0,0.0,matched,,2024-03,2024-03,3.0,0.0
TX000444,2024-03-22,Flutterwave,transaction_fee,Enterprise,18.34,18.34,0.0,0.0,matched,,2024-03,2024-03,0.0,0.0
TX000445,2024-03-23,Square,api_usage,SMB,308.33,308.33,0.0,0.0,matched,,2024-03,2024-03,0.0,0.0
TX000446,2024-03-23,Square,transaction_fee,Mid-Market,140.83,140.83,0.0,0.0,matched,,2024-03,2024-03,0.0,0.0
TX000447,2024-03-24,Stripe,api_usage,Enterprise,332.58,332.58,0.0,0.0,matched,,2024-03,2024-03,0.0,0.0
TX000448,2024-03-24,PayPal,subscription_monthly,Enterprise,49.74,49.74,0.0,0.0,matched,,2024-03,2024-03,0.0,0.0
TX000449,2024-03-24,Stripe,transaction_fee,Enterprise,53.85,53.85,0.0,0.0,matched,,2024-03,2024-03,0.0,0.0
TX000450,2024-03-24,Stripe,subscription_annual,SMB,1776.79,1776.79,0.0,0.0,matched,,2024-03,2024-03,0.0,0.0
TX000451,2024-03-24,Stripe,transaction_fee,SMB,61.08,61.08,0.0,0.0,matched,,2024-03,2024-03,0.0,0.0
TX000452,2024-03-24,Adyen,transaction_fee,SMB,125.21,123.81,-1.4,1.12,amount_mismatch,Booked $123.81 vs processor $125.21 (1.12% variance),2024-03,2024-03,0.0,1.4
TX000453,2024-03-24,Adyen,transaction_fee,SMB,122.39,122.39,0.0,0.0,matched,,2024-03,2024-03,4.0,0.0
TX000454,2024-03-24,Adyen,transaction_fee,SMB,92.16,92.16,0.0,0.0,matched,,2024-03,2024-03,0.0,0.0
TX000455,2024-03-25,Stripe,subscription_monthly,SMB,129.83,129.83,0.0,0.0,matched,,2024-03,2024-03,0.0,0.0
TX000456,2024-03-25,Stripe,subscription_annual,SMB,979.41,979.41,0.0,0.0,matched,,2024-03,2024-03,0.0,0.0
TX000457,2024-03-26,PayPal,professional_services,SMB,976.43,976.43,0.0,0.0,matched,,2024-03,2024-03,0.0,0.0
TX000458,2024-03-26,Stripe,api_usage,SMB,180.67,180.67,0.0,0.0,matched,,2024-03,2024-03,0.0,0.0
TX000459,2024-03-26,PayPal,subscription_monthly,Mid-Market,140.56,140.56,0.0,0.0,matched,,2024-03,2024-03,0.0,0.0
TX000460,2024-03-26,Stripe,subscription_monthly,SMB,211.47,211.47,0.0,0.0,matched,,2024-03,2024-03,0.0,0.0
TX000461,2024-03-26,PayPal,subscription_monthly,SMB,206.7,206.7,0.0,0.0,matched,,2024-03,2024-03,0.0,0.0
TX000462,2024-03-26,Adyen,transaction_fee,SMB,11.45,11.45,0.0,0.0,matched,,2024-03,2024-03,0.0,0.0
TX000463,2024-03-27,Stripe,transaction_fee,SMB,59.89,59.89,0.0,0.0,matched,,2024-03,2024-03,0.0,0.0
TX000464,2024-03-27,Stripe,subscription_monthly,Enterprise,78.08,78.08,0.0,0.0,matched,,2024-03,2024-03,0.0,0.0
TX000465,2024-03-27,Adyen,subscription_annual,SMB,713.39,713.39,0.0,0.0,matched,,2024-03,2024-03,0.0,0.0
TX000466,2024-03-27,PayPal,transaction_fee,SMB,124.27,124.27,0.0,0.0,matched,,2024-03,2024-03,0.0,0.0
TX000467,2024-03-28,Stripe,transaction_fee,SMB,7.25,7.25,0.0,0.0,matched,,2024-03,2024-03,0.0,0.0
TX000468,2024-03-28,Stripe,subscription_annual,SMB,1421.79,1421.79,0.0,0.0,matched,,2024-03,2024-03,0.0,0.0
TX000469,2024-03-28,Square,subscription_annual,SMB,744.15,744.15,0.0,0.0,matched,,2024-03,2024-03,0.0,0.0
TX000470,2024-03-29,Adyen,subscription_annual,SMB,2664.19,2664.19,0.0,0.0,matched,,2024-03,2024-03,0.0,0.0
TX000471,2024-03-29,Stripe,subscription_monthly,SMB,179.4,179.4,0.0,0.0,matched,,2024-03,2024-03,0.0,0.0
TX000472,2024-03-29,Adyen,subscription_annual,Mid-Market,914.73,914.73,0.0,0.0,matched,,2024-03,2024-03,0.0,0.0
TX000473,2024-03-29,Stripe,transaction_fee,Mid-Market,75.86,75.86,0.0,0.0,matched,,2024-03,2024-03,0.0,0.0
TX000474,2024-03-29,Adyen,api_usage,SMB,367.09,367.09,0.0,0.0,matched,,2024-03,2024-03,0.0,0.0
TX000475,2024-03-29,Stripe,transaction_fee,SMB,143.76,143.76,0.0,0.0,matched,,2024-03,2024-03,0.0,0.0
TX000476,2024-03-30,Flutterwave,transaction_fee,SMB,33.85,33.85,0.0,0.0,matched,,2024-03,2024-03,0.0,0.0
TX000477,2024-03-30,Adyen,subscription_monthly,SMB,268.27,268.27,0.0,0.0,period_shift,"Transaction in 2024-03, revenue booked in 2024-04 (16 days later)",2024-03,2024-04,16.0,0.0
TX000478,2024-03-30,Adyen,subscription_annual,SMB,2812.62,2812.62,0.0,0.0,matched,,2024-03,2024-03,0.0,0.0
TX000479,2024-03-30,Adyen,subscription_monthly,Mid-Market,276.43,276.43,0.0,0.0,matched,,2024-03,2024-03,0.0,0.0
TX000480,2024-03-30,Square,subscription_monthly,SMB,200.56,200.56,0.0,0.0,matched,,2024-03,2024-03,0.0,0.0
TX000481,2024-03-30,PayPal,transaction_fee,Mid-Market,94.84,94.84,0.0,0.0,matched,,2024-03,2024-03,0.0,0.0
TX000482,2024-03-30,Adyen,professional_services,SMB,2314.45,2314.45,0.0,0.0,matched,,2024-03,2024-03,0.0,0.0
TX000483,2024-03-31,PayPal,subscription_monthly,Enterprise,232.15,232.15,0.0,0.0,matched,,2024-03,2024-03,0.0,0.0
TX000484,2024-04-01,Adyen,subscription_annual,Mid-Market,1724.49,1724.49,0.0,0.0,matched,,2024-04,2024-04,0.0,0.0
TX000485,2024-04-01,Adyen,transaction_fee,Mid-Market,101.94,101.94,0.0,0.0,matched,,2024-04,2024-04,0.0,0.0
TX000486,2024-04-01,Stripe,subscription_monthly,SMB,144.68,144.68,0.0,0.0,matched,,2024-04,2024-04,0.0,0.0
TX000487,2024-04-01,Adyen,subscription_annual,Mid-Market,2265.04,2265.04,0.0,0.0,matched,,2024-04,2024-04,0.0,0.0
TX000488,2024-04-01,Stripe,transaction_fee,Mid-Market,123.85,123.85,0.0,0.0,matched,,2024-04,2024-04,0.0,0.0
TX000489,2024-04-01,Square,transaction_fee,Mid-Market,22.82,22.82,0.0,0.0,matched,,2024-04,2024-04,0.0,0.0
TX000490,2024-04-01,Stripe,subscription_monthly,SMB,253.89,253.89,0.0,0.0,matched,,2024-04,2024-04,0.0,0.0
TX000491,2024-04-01,Flutterwave,subscription_monthly,Mid-Market,174.88,174.88,0.0,0.0,matched,,2024-04,2024-04,0.0,0.0
TX000492,2024-04-01,Adyen,transaction_fee,SMB,126.86,126.86,0.0,0.0,matched,,2024-04,2024-04,0.0,0.0
TX000493,2024-04-02,Adyen,subscription_annual,SMB,1454.51,1454.51,0.0,0.0,matched,,2024-04,2024-04,0.0,0.0
TX000494,2024-04-02,Adyen,subscription_monthly,Mid-Market,131.34,,131.34,,missing,Transaction succeeded at processor — no revenue record found,2024-04,,,131.34
TX000495,2024-04-02,Stripe,transaction_fee,SMB,137.34,137.34,0.0,0.0,matched,,2024-04,2024-04,0.0,0.0
TX000496,2024-04-02,Stripe,subscription_monthly,SMB,96.82,96.82,0.0,0.0,matched,,2024-04,2024-04,0.0,0.0
TX000497,2024-04-02,Stripe,transaction_fee,SMB,126.79,126.79,0.0,0.0,matched,,2024-04,2024-04,0.0,0.0
TX000498,2024-04-03,Adyen,subscription_monthly,Mid-Market,159.69,159.69,0.0,0.0,matched,,2024-04,2024-04,0.0,0.0
TX000499,2024-04-03,Stripe,professional_services,SMB,2813.43,2813.43,0.0,0.0,matched,,2024-04,2024-04,0.0,0.0
TX000500,2024-04-03,PayPal,subscription_monthly,SMB,112.29,112.29,0.0,0.0,matched,,2024-04,2024-04,0.0,0.0
TX000501,2024-04-04,Stripe,subscription_monthly,SMB,183.72,183.72,0.0,0.0,matched,,2024-04,2024-04,0.0,0.0
TX000502,2024-04-04,Stripe,subscription_monthly,Mid-Market,116.81,116.81,0.0,0.0,matched,,2024-04,2024-04,0.0,0.0
TX000503,2024-04-04,Stripe,subscription_monthly,SMB,39.6,39.6,0.0,0.0,matched,,2024-04,2024-04,0.0,0.0
TX000504,2024-04-04,Square,api_usage,Mid-Market,139.64,139.64,0.0,0.0,matched,,2024-04,2024-04,0.0,0.0
TX000505,2024-04-04,PayPal,professional_services,SMB,528.71,528.71,0.0,0.0,matched,,2024-04,2024-04,0.0,0.0
TX000506,2024-04-04,Stripe,subscription_monthly,Mid-Market,293.16,293.16,0.0,0.0,matched,,2024-04,2024-04,0.0,0.0
TX000507,2024-04-04,Adyen,subscription_annual,Enterprise,2897.52,2897.52,0.0,0.0,matched,,2024-04,2024-04,0.0,0.0
TX000508,2024-04-04,Stripe,transaction_fee,SMB,59.88,59.88,0.0,0.0,matched,,2024-04,2024-04,0.0,0.0
TX000509,2024-04-05,Flutterwave,api_usage,SMB,365.54,365.54,0.0,0.0,matched,,2024-04,2024-04,0.0,0.0
TX000510,2024-04-05,Adyen,subscription_annual,Mid-Market,1223.68,1223.68,0.0,0.0,matched,,2024-04,2024-04,0.0,0.0
TX000511,2024-04-05,Stripe,subscription_monthly,SMB,210.2,210.2,0.0,0.0,matched,,2024-04,2024-04,0.0,0.0
TX000512,2024-04-05,Adyen,subscription_annual,SMB,2464.66,2464.66,0.0,0.0,matched,,2024-04,2024-04,0.0,0.0
TX000513,2024-04-05,Stripe,transaction_fee,Mid-Market,142.07,142.07,0.0,0.0,matched,,2024-04,2024-04,0.0,0.0
TX000514,2024-04-05,Flutterwave,subscription_monthly,Enterprise,137.06,137.06,0.0,0.0,matched,,2024-04,2024-04,0.0,0.0
TX000515,2024-04-05,Stripe,transaction_fee,SMB,117.71,117.71,0.0,0.0,matched,,2024-04,2024-04,0.0,0.0
TX000516,2024-04-05,Adyen,subscription_monthly,SMB,100.8,100.8,0.0,0.0,matched,,2024-04,2024-04,0.0,0.0
TX000517,2024-04-06,Stripe,transaction_fee,SMB,148.56,148.56,0.0,0.0,matched,,2024-04,2024-04,0.0,0.0
TX000518,2024-04-06,PayPal,subscription_monthly,SMB,35.96,35.96,0.0,0.0,matched,,2024-04,2024-04,0.0,0.0
TX000519,2024-04-06,PayPal,subscription_annual,Mid-Market,1919.53,1919.53,0.0,0.0,matched,,2024-04,2024-04,0.0,0.0
TX000520,2024-04-06,Adyen,subscription_annual,Mid-Market,2070.67,,2070.67,,missing,Transaction succeeded at processor — no revenue record found,2024-04,,,2070.67
TX000521,2024-04-07,Adyen,transaction_fee,Mid-Market,103.52,103.52,0.0,0.0,matched,,2024-04,2024-04,0.0,0.0
TX000522,2024-04-07,Square,subscription_monthly,SMB,61.5,61.5,0.0,0.0,matched,,2024-04,2024-04,0.0,0.0
TX000523,2024-04-07,Stripe,subscription_annual,SMB,2824.03,,2824.03,,missing,Transaction succeeded at processor — no revenue record found,2024-04,,,2824.03
TX000524,2024-04-07,Stripe,subscription_annual,SMB,779.19,779.19,0.0,0.0,matched,,2024-04,2024-04,0.0,0.0
TX000525,2024-04-07,Stripe,subscription_annual,SMB,1971.43,1971.43,0.0,0.0,matched,,2024-04,2024-04,0.0,0.0
TX000526,2024-04-07,Flutterwave,transaction_fee,Mid-Market,34.18,34.18,0.0,0.0,matched,,2024-04,2024-04,0.0,0.0
TX000527,2024-04-07,Stripe,transaction_fee,SMB,46.78,46.78,0.0,0.0,matched,,2024-04,2024-04,0.0,0.0
TX000528,2024-04-07,PayPal,transaction_fee,Mid-Market,82.42,,82.42,,missing,Transaction succeeded at processor — no revenue record found,2024-04,,,82.42
TX000529,2024-04-08,Adyen,subscription_monthly,Mid-Market,141.64,141.64,0.0,0.0,matched,,2024-04,2024-04,0.0,0.0
TX000530,2024-04-08,Stripe,transaction_fee,Enterprise,24.87,24.87,0.0,0.0,matched,,2024-04,2024-04,0.0,0.0
TX000531,2024-04-08,Stripe,subscription_annual,Mid-Market,751.53,751.53,0.0,0.0,matched,,2024-04,2024-04,0.0,0.0
TX000532,2024-04-08,Stripe,subscription_monthly,Mid-Market,141.9,141.9,0.0,0.0,matched,,2024-04,2024-04,0.0,0.0
TX000533,2024-04-08,Stripe,subscription_monthly,SMB,233.47,233.47,0.0,0.0,matched,,2024-04,2024-04,0.0,0.0
TX000534,2024-04-08,Stripe,subscription_monthly,SMB,271.45,271.45,0.0,0.0,matched,,2024-04,2024-04,0.0,0.0
TX000535,2024-04-08,Stripe,transaction_fee,SMB,13.54,13.54,0.0,0.0,matched,,2024-04,2024-04,0.0,0.0
TX000536,2024-04-08,Square,transaction_fee,SMB,59.57,59.57,0.0,0.0,matched,,2024-04,2024-04,0.0,0.0
TX000537,2024-04-08,Flutterwave,transaction_fee,Mid-Market,15.94,15.94,0.0,0.0,matched,,2024-04,2024-04,0.0,0.0
TX000538,2024-04-08,Stripe,subscription_annual,Mid-Market,334.8,334.8,0.0,0.0,matched,,2024-04,2024-04,0.0,0.0
TX000539,2024-04-08,Stripe,subscription_annual,SMB,2076.64,2076.64,0.0,0.0,matched,,2024-04,2024-04,0.0,0.0
TX000540,2024-04-09,Stripe,subscription_monthly,SMB,191.66,191.66,0.0,0.0,matched,,2024-04,2024-04,0.0,0.0
TX000541,2024-04-09,Adyen,subscription_monthly,SMB,73.02,73.02,0.0,0.0,matched,,2024-04,2024-04,0.0,0.0
TX000542,2024-04-09,PayPal,subscription_annual,Mid-Market,921.29,921.29,0.0,0.0,matched,,2024-04,2024-04,0.0,0.0
TX000543,2024-04-09,Stripe,subscription_monthly,Mid-Market,35.4,35.4,0.0,0.0,matched,,2024-04,2024-04,0.0,0.0
TX000544,2024-04-09,Stripe,subscription_monthly,Mid-Market,254.44,254.44,0.0,0.0,matched,,2024-04,2024-04,0.0,0.0
TX000545,2024-04-10,PayPal,subscription_annual,SMB,2921.66,2921.66,0.0,0.0,matched,,2024-04,2024-04,0.0,0.0
TX000546,2024-04-10,Adyen,transaction_fee,SMB,21.18,21.48,0.3,1.42,amount_mismatch,Booked $21.48 vs processor $21.18 (1.42% variance),2024-04,2024-04,0.0,0.3
TX000547,2024-04-10,Stripe,professional_services,Mid-Market,1541.64,1541.64,0.0,0.0,matched,,2024-04,2024-04,0.0,0.0
TX000548,2024-04-10,Adyen,api_usage,Mid-Market,434.86,434.86,0.0,0.0,matched,,2024-04,2024-04,0.0,0.0
TX000549,2024-04-10,Stripe,transaction_fee,SMB,139.04,139.04,0.0,0.0,matched,,2024-04,2024-04,0.0,0.0
TX000550,2024-04-10,Stripe,subscription_annual,Mid-Market,1422.99,1422.99,0.0,0.0,matched,,2024-04,2024-04,0.0,0.0
TX000551,2024-04-10,PayPal,transaction_fee,SMB,8.54,8.54,0.0,0.0,matched,,2024-04,2024-04,0.0,0.0
TX000552,2024-04-10,PayPal,transaction_fee,Mid-Market,6.87,6.87,0.0,0.0,matched,,2024-04,2024-04,0.0,0.0
TX000553,2024-04-11,Stripe,subscription_monthly,Mid-Market,183.97,183.97,0.0,0.0,matched,,2024-04,2024-04,0.0,0.0
TX000554,2024-04-11,Square,subscription_annual,Mid-Market,1350.82,1350.82,0.0,0.0,matched,,2024-04,2024-04,0.0,0.0
TX000555,2024-04-12,Stripe,transaction_fee,SMB,5.27,5.27,0.0,0.0,matched,,2024-04,2024-04,0.0,0.0
TX000556,2024-04-12,PayPal,subscription_monthly,SMB,186.48,186.48,0.0,0.0,matched,,2024-04,2024-04,0.0,0.0
TX000557,2024-04-12,Adyen,subscription_annual,Mid-Market,320.52,320.52,0.0,0.0,matched,,2024-04,2024-04,0.0,0.0
TX000558,2024-04-12,Square,subscription_annual,Mid-Market,2415.9,2415.9,0.0,0.0,matched,,2024-04,2024-04,0.0,0.0
TX000559,2024-04-12,Square,subscription_monthly,SMB,111.74,111.74,0.0,0.0,matched,,2024-04,2024-04,0.0,0.0
TX000560,2024-04-12,Stripe,subscription_monthly,Mid-Market,39.87,39.87,0.0,0.0,matched,,2024-04,2024-04,0.0,0.0
TX000561,2024-04-13,Square,subscription_monthly,SMB,187.86,187.86,0.0,0.0,matched,,2024-04,2024-04,16.0,0.0
TX000562,2024-04-13,PayPal,subscription_monthly,Enterprise,136.37,136.37,0.0,0.0,matched,,2024-04,2024-04,0.0,0.0
TX000563,2024-04-13,PayPal,subscription_monthly,Mid-Market,291.93,291.93,0.0,0.0,matched,,2024-04,2024-04,0.0,0.0
TX000564,2024-04-13,Stripe,transaction_fee,SMB,82.09,82.09,0.0,0.0,matched,,2024-04,2024-04,0.0,0.0
TX000565,2024-04-13,PayPal,subscription_monthly,SMB,103.31,103.31,0.0,0.0,matched,,2024-04,2024-04,0.0,0.0
TX000566,2024-04-13,Square,subscription_annual,SMB,2205.48,2205.48,0.0,0.0,matched,,2024-04,2024-04,0.0,0.0
TX000567,2024-04-13,Stripe,subscription_monthly,SMB,102.3,102.3,0.0,0.0,matched,,2024-04,2024-04,0.0,0.0
TX000568,2024-04-13,Flutterwave,api_usage,SMB,452.6,,452.6,,missing,Transaction succeeded at processor — no revenue record found,2024-04,,,452.6
TX000569,2024-04-14,Stripe,subscription_monthly,Mid-Market,130.17,130.17,0.0,0.0,matched,,2024-04,2024-04,0.0,0.0
TX000570,2024-04-14,Stripe,subscription_annual,Mid-Market,1774.65,1774.65,0.0,0.0,period_shift,"Transaction in 2024-04, revenue booked in 2024-05 (24 days later)",2024-04,2024-05,24.0,0.0
TX000571,2024-04-14,Adyen,api_usage,SMB,30.03,30.03,0.0,0.0,matched,,2024-04,2024-04,0.0,0.0
TX000572,2024-04-14,Adyen,transaction_fee,SMB,64.49,64.49,0.0,0.0,matched,,2024-04,2024-04,0.0,0.0
TX000573,2024-04-15,Adyen,subscription_monthly,SMB,253.74,253.74,0.0,0.0,matched,,2024-04,2024-04,0.0,0.0
TX000574,2024-04-15,Stripe,transaction_fee,SMB,121.04,121.04,0.0,0.0,matched,,2024-04,2024-04,0.0,0.0
TX000575,2024-04-15,Flutterwave,subscription_annual,SMB,895.66,895.66,0.0,0.0,matched,,2024-04,2024-04,0.0,0.0
TX000576,2024-04-15,Stripe,subscription_annual,Mid-Market,900.41,900.41,0.0,0.0,matched,,2024-04,2024-04,0.0,0.0
TX000577,2024-04-15,Stripe,subscription_monthly,Enterprise,249.67,249.67,0.0,0.0,matched,,2024-04,2024-04,0.0,0.0
TX000578,2024-04-16,Stripe,subscription_monthly,SMB,280.21,280.21,0.0,0.0,matched,,2024-04,2024-04,0.0,0.0
TX000579,2024-04-16,Adyen,transaction_fee,Mid-Market,15.21,15.21,0.0,0.0,matched,,2024-04,2024-04,0.0,0.0
TX000580,2024-04-16,Square,subscription_annual,Enterprise,1505.16,1505.16,0.0,0.0,matched,,2024-04,2024-04,0.0,0.0
TX000581,2024-04-16,Adyen,subscription_annual,SMB,1201.13,1201.13,0.0,0.0,matched,,2024-04,2024-04,0.0,0.0
TX000582,2024-04-17,PayPal,transaction_fee,Mid-Market,130.73,130.73,0.0,0.0,matched,,2024-04,2024-04,0.0,0.0
TX000583,2024-04-17,Stripe,transaction_fee,Mid-Market,13.45,,13.45,,missing,Transaction succeeded at processor — no revenue record found,2024-04,,,13.45
TX000584,2024-04-17,Adyen,subscription_monthly,SMB,86.0,86.0,0.0,0.0,matched,,2024-04,2024-04,0.0,0.0
TX000585,2024-04-17,Adyen,transaction_fee,SMB,113.12,113.12,0.0,0.0,matched,,2024-04,2024-04,0.0,0.0
TX000586,2024-04-17,Adyen,subscription_monthly,Mid-Market,42.85,42.85,0.0,0.0,matched,,2024-04,2024-04,0.0,0.0
TX000587,2024-04-18,Stripe,transaction_fee,Mid-Market,74.39,74.39,0.0,0.0,matched,,2024-04,2024-04,0.0,0.0
TX000588,2024-04-18,Adyen,transaction_fee,SMB,66.87,,66.87,,missing,Transaction succeeded at processor — no revenue record found,2024-04,,,66.87
TX000589,2024-04-18,Adyen,professional_services,SMB,2004.81,2004.81,0.0,0.0,matched,,2024-04,2024-04,0.0,0.0
TX000590,2024-04-19,PayPal,subscription_monthly,SMB,135.53,135.53,0.0,0.0,matched,,2024-04,2024-04,0.0,0.0
TX000591,2024-04-20,Adyen,subscription_monthly,Mid-Market,172.08,172.08,0.0,0.0,matched,,2024-04,2024-04,0.0,0.0
